input,output
"['locationArea | in_het_westen', 'timePoint | vanavond', 'weatherIntensity | enkele_forse', 'weatherOccurringChance | Mogelijk', 'weatherType | regen-']",Mogelijk ontstaan er vanavond ook in het westen enkele forse regen- of onweersbuien.
['maximumTemperature | 23°C'],De maximumtemperaturen lopen uiteen van 23°C op de Wadden tot 27°C in het oosten en zuidoosten.
"['locationArea | langs_de_kust', 'windAmount | matig', 'windChange | toe', 'windDirection | oost_tot_zuidoost']","De wind is oost tot zuidoost en neemt toe naar matig, langs de kust tot vrij krachtig."
"['timePoint | In_de_loop_van_de_middag', 'windChange | zuidelijke']",In de loop van de middag draait de wind naar zuidelijke richtingen.
"['cloudAmount | enkele_wolkenvelden', 'locationArea | in_de_kustgebieden', 'timePoint | Komende_nacht', 'weatherIntensity | enkele', 'weatherType | opklaringen']",Komende nacht zijn er naast opklaringen ook enkele wolkenvelden en kan er in de kustgebieden een enkele bui voorkomen.
['minimumTemperature | 17°C'],De minimumtemperatuur wordt ongeveer 17°C.
"['windAmount | matig', 'windChange | toe', 'windDirection | zuid-_tot_zuidwestenwind', 'windSpeedBft | 7']","De zuid- tot zuidwestenwind is matig boven land en neemt in de kustgebieden toe tot hard, 7 Bft."
"['timePoint | Morgen_overdag', 'windAmount | veel']",Morgen overdag is er veel wind.
"['windAmount | vrij_krachtig_tot_krachtig', 'windDirection | zuid-_tot_zuidwestenwind', 'windSpeedBft | 7_à_8']","De zuid- tot zuidwestenwind wordt vrij krachtig tot krachtig boven land en hard tot stormachtig aan zee en boven het IJsselmeer, 7 à 8 Bft."
"['gustAmount | zware_windstoten', 'locationArea | In_de_kustprovincies', 'locationArea | in_het_noordwestelijk_kustgebied', 'weatherArea | lokaal']","In de kustprovincies komen zware windstoten voor van 75-90 km/uur, in het noordwestelijk kustgebied lokaal 90-100 km/uur."
"['gustAmount | windstoten', 'gustVelocity | 50-75', 'locationArea | Dieper_landinwaarts', 'windAmount | vlagerig']",Dieper landinwaarts is de wind eveneens vlagerig met windstoten van 50-75 km/uur.
"['temperatureCelsius | 22', 'timePoint | in_de_middag']",Ondanks de wind wordt het in de middag 22 tot 25°C.
"['weatherFrequency | perioden', 'weatherIntensity | enkele']",Verder zijn er perioden met zon en komen er enkele kortdurende buien voor.
"['cloudAmount | wisselend_bewolkt', 'locationArea | in_het_zuiden', 'timePoint | aanvankelijk', 'weatherArea | lokaal', 'weatherIntensity | enkele', 'weatherType | buien', 'weatherType | korrelhagel', 'weatherType | onweer']","Het is wisselend bewolkt en vooral in het zuiden komen aanvankelijk nog enkele buien voor, daarbij komt lokaal ook onweer en korrelhagel voor."
"['locationArea | op_de_meeste_plaatsen', 'timePoint | In_de_loop_van_de_avond', 'weatherType | droog']",In de loop van de avond wordt het op de meeste plaatsen droog.
"['compassDirection | zuidoostwaarts', 'locationArea | noordwesten', 'locationArea | over_het_land', 'timePoint | aan_het_einde_van_de_avond', 'timePoint | gedurende_de_nacht', 'weatherType | buien']",Een volgend gebied met buien bereikt aan het einde van de avond het noordwesten en beweegt gedurende de nacht zuidoostwaarts over het land.
"['locationArea | in_het_oosten', 'locationArea | vlak_aan_zee', 'locationArea | zuidoosten', 'minimumTemperature | 2°C', 'minimumTemperature | 5°C']",De minimumtemperatuur loopt uiteen van 2°C in het oosten en zuidoosten tot 5°C vlak aan zee.
"['locationArea | langs_de_kust', 'windAmount | krachtig', 'windAmount | matig_tot_vrij_krachtig', 'windDirection | west_tot_zuidwest']","De wind is west tot zuidwest en is matig tot vrij krachtig, langs de kust krachtig."
"['timePoint | In_de_loop_van_de_nacht', 'windChange | west_tot_noordwest']",In de loop van de nacht draait de wind naar west tot noordwest.
"['cloudType | stapelwolken', 'timePoint | Maandag_overdag', 'weatherIntensity | enkele', 'weatherType | buien', 'weatherType | zon']",Maandag overdag is er een afwisseling van zon en stapelwolken en komen er enkele buien voor.
"['timePoint | In_de_loop_van_de_middag', 'weatherChange | af', 'weatherType | buiigheid']",In de loop van de middag neemt de buiigheid af.
['maximumTemperature | 8°C'],8°C.
"['locationArea | langs_de_kust', 'locationArea | op_het_IJsselmeer', 'windAmount | (vrij)_krachtig', 'windAmount | matig', 'windDirection | noordwestenwind']","De noordwestenwind is matig, langs de kust en op het IJsselmeer (vrij) krachtig."
"['cloudAmount | zwaar_bewolkt', 'weatherFrequency | van_tijd_tot_tijd', 'weatherIntensity | wat_lichte', 'weatherType | regen']",Het is zwaar bewolkt en van tijd tot tijd valt er wat lichte regen.
"['compassDirection | zuidwest', 'timePoint | Vanmiddag_en_vanavond', 'weatherType | (buiige)_regen']",Vanmiddag en vanavond trekt een wat actiever gebied met (buiige) regen van zuidwest naar noordoost over het land.
"['temperatureCelsius | 17°C', 'timePoint | middagtemperatuur']",De middagtemperatuur ligt rond 17°C.
"['locationArea | aan_de_westkust', 'windAmount | krachtig', 'windAmount | matig_tot_vrij_krachtig', 'windDirection | zuid-_tot_zuidwestenwind']","De zuid- tot zuidwestenwind is matig tot vrij krachtig, aan de aan de westkust krachtig."
"['locationArea | in_het_westen', 'timePoint | Vannacht', 'weatherIntensity | enkele', 'weatherType | buien']",Vannacht zijn er vooral in het westen en noorden enkele buien mogelijk.
['minimumTemperature | 14°C'],De minima komen uit rond 14°C.
"['windAmount | matig', 'windDirection | zuid_tot_zuidwest']","De wind is zuid tot zuidwest, matig, aan de westkust en boven het IJsselmeer vrij krachtig."
"['cloudAmount | meest_bewolkt', 'compassDirection | noordoostwaarts', 'timePoint | Donderdag_overdag', 'timePoint | in_de_loop_van_de_ochtend_en_in_de_namiddag', 'weatherType | regen']",Donderdag overdag is het meest bewolkt en in de loop van de ochtend en in de namiddag trekken opnieuw gebieden met regen noordoostwaarts over het land.
['maximumTemperature | 17°C'],De maximumtemperatuur wordt ongeveer 17°C.
"['windAmount | matig', 'windDirection | zuidwestenwind']","De zuidwestenwind is matig, aan de kust vrij krachtig, aan de westkust geleidelijk krachtig of hard."
"['locationArea | in_het_zuiden', 'timePoint | Vannacht', 'weatherIntensity | brede', 'weatherType | opklaringen']",Vannacht zijn er in het zuiden brede opklaringen.
"['cloudAmount | meer_bewolking', 'locationArea | In_het_noorden', 'timePoint | in_de_loop_van_de_nacht', 'weatherType | klaart']","In het noorden is meer bewolking aanwezig, maar ook daar klaart het in de loop van de nacht steeds meer op."
"['locationArea | In_opklaringsgebieden', 'locationArea | in_het_westen', 'weatherType | mistbanken']","In opklaringsgebieden zijn in het westen op diverse plekken mistbanken aanwezig, dit kan ook elders gebeuren."
['weatherType | droog'],Het blijft droog.
"['minimumTemperature | 15°C', 'weatherArea | plaatselijk']",De minimumtemperatuur ligt tussen 15°C langs de kust en ongeveer 10°C plaatselijk landinwaarts.
['windAmount | zwak'],De wind is zwak en veranderlijk.
"['cloudType | hoge_bewolking', 'timePoint | Overdag', 'weatherType | zonnig']","Overdag is het zonnig en droog, wel komt er soms wat hoge bewolking overdrijven."
['temperatureCelsius | 20°C'],De temperatuur ligt tussen 20°C op de Wadden en 26°C in het zuidoosten.
"['locationArea | in_de_kustgebieden', 'windAmount | zwak', 'windDirection | zuidelijke']","De zuidelijke wind is zwak, in de kustgebieden matig."
"['cloudChange | steeds_meer', 'cloudType | hoge_bewolking', 'timePoint | In_de_avond_en_nacht_naar_woensdag']",In de avond en nacht naar woensdag komt er steeds meer hoge bewolking het land binnendrijven.
"['weatherArea | Lokaal', 'weatherType | mistbank']",Lokaal kan er een mistbank ontstaan.
['weatherType | droog'],Het blijft droog.
"['windAmount | zwak', 'windDirection | zuidelijke']",De wind is zwak en komt uit een zuidelijke richting.
['minimumTemperature | 10'],De minimumtemperatuur ligt tussen de 10 en 13°C.
"['cloudAmount | veel', 'cloudType | hoge_bewolking', 'timePoint | Woensdag_overdag']",Woensdag overdag is er veel hoge bewolking aanwezig.
['weatherType | droog'],Het blijft droog.
"['windAmount | zwak', 'windChange | noordwestelijke']",De wind is overwegend zwak en draait naar een noordwestelijke richting.
"['temperatureCelsius | 18°C', 'timePoint | middagtemperatuur']",De middagtemperatuur ligt tussen 18°C in de kustgebieden en ongeveer 23°C in het zuidoosten.
"['cloudAmount | half_tot_zwaar_bewolkt', 'timePoint | Vanmiddag', 'weatherIntensity | enkele', 'weatherType | buien']",Vanmiddag is het half tot zwaar bewolkt met enkele buien.
"['locationArea | In_het_zuidoosten', 'timePoint | eerste_uren', 'weatherFrequency | van_tijd_tot_tijd', 'weatherType | (buiige)_regen']",In het zuidoosten valt de eerste uren nog van tijd tot tijd (buiige) regen.
"['locationArea | in_het_midden', 'locationArea | zuiden', 'timePoint | tweede_helft_van_de_middag', 'weatherOccurringChance | toe', 'weatherType | buienkans']",Vanaf de tweede helft van de middag neemt de buienkans in het midden en zuiden toe.
"['weatherType | buien', 'weatherType | hagel', 'weatherType | onweer']",De buien kunnen gepaard gaan met onweer en hagel.
"['locationArea | in_het_uiterste_noorden', 'locationArea | in_het_zuiden', 'maximumTemperature | 15°C', 'maximumTemperature | 19°C']",De maximumtemperatuur loopt uiteen van 15°C in het uiterste noorden tot 19°C in het zuiden.
"['locationArea | aan_de_kust', 'weatherFrequency | soms', 'windAmount | matig', 'windAmount | vrij_krachtig', 'windDirection | zuidwestelijk']","De wind is zuidwestelijk, matig en aan de kust soms vrij krachtig."
"['locationArea | In_het_Waddengebied', 'windDirection | noordoostelijk']",In het Waddengebied is de wind noordoostelijk.
"['locationArea | in_het_midden', 'locationArea | in_het_noorden', 'timePoint | Vanmiddag', 'timePoint | in_de_avond', 'windDirection | noord_tot_noordoost']","Vanmiddag draait de wind in het noorden naar noord tot noordoost, in de avond gebeurt dat ook in het midden."
"['locationArea | Aan_de_westkust', 'windAmount | (vrij)_krachtig', 'windChange | toe']",Aan de westkust neemt de wind dan toe naar (vrij) krachtig.
"['locationArea | in_het_zuidoosten', 'timePoint | Komende_nacht', 'weatherFrequency | af_en_toe', 'weatherType | regent']",Komende nacht regent het in het zuidoosten nog af en toe.
"['locationArea | Elders', 'weatherType | droog', 'weatherType | opklaringen']",Elders is het aanvankelijk droog met opklaringen.
"['locationArea | In_het_noordelijk_kustgebied', 'timePoint | later', 'weatherIntensity | enkele', 'weatherType | buien']",In het noordelijk kustgebied volgen later enkele buien.
"['locationArea | in_het_noordoosten', 'locationArea | in_het_zuiden', 'minimumTemperature | 10_°C', 'minimumTemperature | 6°C']",De minima liggen tussen 10 °C in het zuiden en 6°C in het noordoosten.
"['locationArea | aan_de_kust', 'windAmount | (vrij)_krachtig', 'windAmount | zwak_tot_matig', 'windDirection | noordelijke']","De noordelijke wind is zwak tot matig, aan de kust (vrij) krachtig."
"['timePoint | Woensdag_overdag', 'weatherFrequency | perioden', 'weatherIntensity | enkele', 'weatherType | bui', 'weatherType | zonnige']",Woensdag overdag zijn er zonnige perioden afgewisseld door een enkele bui.
"['compassDirection | noorden', 'timePoint | In_de_loop_van_de_middag', 'weatherChange | meer', 'weatherOccurringChance | mogelijk', 'weatherType | buien', 'weatherType | onweer']","In de loop van de middag komen er van het noorden uit meer buien, dan is ook onweer mogelijk."
"['temperatureCelsius | 13°C', 'timePoint | middagtemperatuur']",De middagtemperatuur ligt rond 13°C.
"['locationArea | aan_de_kust', 'timePoint | later', 'weatherFrequency | af_en_toe', 'windAmount | hard', 'windAmount | krachtig', 'windAmount | matig_tot_vrij_krachtig', 'windChange | noordwest']","De wind draait naar noordwest, is matig tot vrij krachtig en aan de kust krachtig, later af en toe hard."
"['locationArea | in_de_noordelijke_helft', 'weatherFrequency | perioden', 'weatherIntensity | enkele', 'weatherType | bui', 'weatherType | zon']",Er zijn perioden met zon en in de noordelijke helft is er eerst nog een enkele bui.
"['locationArea | in_het_noordelijk_kustgebied', 'locationArea | in_het_zuidoosten', 'temperatureCelsius | 18°C', 'temperatureCelsius | 21°C', 'timePoint | middagtemperatuur']",De middagtemperatuur ligt tussen 18°C in het noordelijk kustgebied en 21°C in het zuidoosten.
"['locationArea | langs_de_kust', 'windAmount | meest_matig', 'windAmount | vrij_krachtig', 'windDirection | westelijke']","De wind is meest matig uit westelijke richtingen, langs de kust aanvankelijk nog vrij krachtig."
"['locationArea | aan_zee', 'timePoint | In_de_avond', 'windAmount | vrij_krachtig', 'windChange | toe', 'windChange | zuidwest']",In de avond draait de wind naar zuidwest en neemt aan zee toe naar vrij krachtig.
"['cloudChange | toe', 'compassDirection | westen', 'locationArea | in_het_noorden_van_het_land', 'timePoint | Komende_nacht', 'weatherFrequency | af_en_toe', 'weatherIntensity | licht', 'weatherType | regenen']",Komende nacht neemt de bewolking van het westen uit toe en gaat het in het noorden van het land af en toe licht regenen.
"['locationArea | In_het_zuiden', 'weatherIntensity | enkele', 'weatherType | droog', 'weatherType | opklaringen']",In het zuiden blijft het droog en zijn er enkele opklaringen.
"['locationArea | aan_zee', 'locationArea | in_het_zuidoosten', 'minimumTemperature | 14°C', 'minimumTemperature | 8°C', 'weatherArea | plaatselijk']",De minimumtemperatuur varieert van 8°C plaatselijk in het zuidoosten tot 14°C aan zee.
"['locationArea | aan_zee', 'locationArea | landinwaarts', 'weatherFrequency | af_en_toe', 'weatherOccurringChance | mogelijk', 'windAmount | krachtig', 'windAmount | vrij_krachtig', 'windAmount | zwak_tot_matig', 'windDirection | zuidwestenwind']","De zuidwestenwind is landinwaarts zwak tot matig, aan zee vrij krachtig en mogelijk af en toe krachtig."
"['cloudAmount | wolkenvelden', 'timePoint | Morgen_overdag', 'weatherFrequency | af_en_toe', 'weatherType | zon']","Morgen overdag is er af en toe zon, maar zijn er ook wolkenvelden."
"['locationArea | in_het_midden', 'locationArea | noorden', 'weatherFrequency | af_en_toe', 'weatherIntensity | lichte', 'weatherType | regen']",Bovendien kan in het midden en noorden af en toe lichte regen vallen.
"['locationArea | in_de_zuidelijke_helft', 'locationArea | overal', 'timePoint | In_de_avond', 'weatherChange | geleidelijk', 'weatherType | droog', 'weatherType | klaart']",In de avond wordt het geleidelijk overal droog en klaart het vooral in de zuidelijke helft op.
"['locationArea | in_het_noordelijk_kustgebied', 'locationArea | in_het_zuidoosten', 'temperatureCelsius | 19°C', 'temperatureCelsius | 23°C', 'timePoint | middagtemperatuur']",De middagtemperatuur ligt tussen 19°C in het noordelijk kustgebied en 23°C in het zuidoosten.
"['locationArea | aan_zee', 'windAmount | meest_matige', 'windAmount | vrij_krachtige', 'windDirection | west-_tot_zuidwestenwind']","Er staat een meest matige, aan zee vrij krachtige west- tot zuidwestenwind."
"['timePoint | Later_op_de_dag', 'windChange | iets_af']",Later op de dag neemt de wind iets af.
"['cloudType | stapelwolken', 'timePoint | Vanmiddag', 'weatherArea | lokaal', 'weatherType | bui', 'weatherType | zon']",Vanmiddag is er een afwisseling van zon en stapelwolken en lokaal valt er een bui.
['maximumTemperature | 18°C'],De maxima liggen rond 18°C.
"['locationArea | langs_de_kust', 'locationArea | op_het_IJsselmeer', 'windAmount | (vrij)_krachtig', 'windAmount | matig', 'windDirection | westelijke']","De westelijke wind is matig, langs de kust en op het IJsselmeer (vrij) krachtig."
"['locationArea | langs_de_kust', 'timePoint | In_de_loop_van_de_dag', 'windAmount | zuidwest', 'windChange | zwakt']",In de loop van de dag zwakt de wind wat af en wordt langs de kust zuidwest.
"['cloudAmount | helder', 'minimumTemperature | 10°C', 'timePoint | In_de_nacht_naar_vrijdag']",In de nacht naar vrijdag is het helder en de minima liggen rond 10°C.
"['locationArea | aan_de_zuidwestkust', 'timePoint | later', 'windAmount | vrij_krachtig', 'windAmount | zwak_tot_matig', 'windChange | zuidoost_tot_oost']","De wind draait naar zuidoost tot oost en is zwak tot matig, aan de zuidwestkust later vrij krachtig."
"['timePoint | Morgen_overdag', 'weatherType | zonnig']",Morgen overdag is het eerst zonnig.
"['locationArea | in_het_Waddengebied', 'locationArea | in_het_zuidoosten', 'locationArea | oosten', 'maximumTemperature | 22°C', 'maximumTemperature | 26°C', 'weatherArea | plaatselijk']",De maxima liggen tussen 22°C in het Waddengebied en 26°C plaatselijk in het zuidoosten en oosten.
"['compassDirection | noordoostwaarts', 'locationArea | over_het_land', 'locationArea | zuidwesten', 'timePoint | Halverwege_middag', 'timePoint | avond', 'timePoint | in_de_middag', 'weatherType | onweersbuien']","Halverwege middag bereikt een gebied met onweersbuien het zuidwesten, dit gebied trekt in de middag en avond noordoostwaarts over het land."
"['gustAmount | (zware)_windstoten', 'gustVelocity | 70', 'weatherType | buien']",Bij de buien komen (zware) windstoten rond 70 km/uur voor.
"['locationArea | aan_de_kust', 'locationArea | op_het_IJsselmeer', 'windAmount | krachtig', 'windAmount | matig_tot_vrij_krachtig', 'windDirection | zuidoost']","De wind is zuidoost en matig tot vrij krachtig, aan de kust en op het IJsselmeer krachtig."
"['cloudAmount | wolkenvelden', 'compassDirection | zuiden', 'timePoint | vandaag', 'weatherFrequency | perioden', 'weatherType | zon']","Er zijn vandaag perioden met zon, maar van het zuiden uit drijven soms ook wolkenvelden over."
"['cloudAmount | bewolking', 'locationArea | op_de_meeste_plaatsen', 'weatherIntensity | enkele_spat', 'weatherOccurringChance | Mogelijk', 'weatherType | droog', 'weatherType | regen']","Mogelijk valt er uit de bewolking een enkele spat regen, maar op de meeste plaatsen blijft het droog."
"['locationArea | in_het_zuidoosten', 'locationArea | op_de_Wadden', 'temperatureCelsius | 19°C', 'temperatureCelsius | 25°C', 'timePoint | middagtemperatuur', 'weatherArea | plaatselijk']",De middagtemperatuur loopt uiteen van 19°C op de Wadden tot 25°C plaatselijk in het zuidoosten.
"['windAmount | matige', 'windDirection | zuid-_tot_zuidoostenwind']",Er staat een overwegend matige zuid- tot zuidoostenwind.
"['cloudAmount | wolkenvelden', 'compassDirection | zuidwesten', 'locationArea | in_het_zuidwesten', 'locationArea | over_het_land', 'timePoint | In_de_nacht_naar_vrijdag', 'weatherOccurringChance | kleine_kans', 'weatherType | bui', 'weatherType | onweer']","In de nacht naar vrijdag trekken er van het zuidwesten uit opnieuw wolkenvelden over het land, vooral in het zuidwesten kan daaruit een bui vallen met kleine kans op onweer."
['minimumTemperature | 14°C'],De minima liggen rond 14°C.
"['locationArea | aan_de_kust', 'windAmount | vrij_krachtig', 'windAmount | zwak_tot_matig', 'windDirection | zuidelijk']","De wind is zuidelijk, zwak tot matig, aan de kust vrij krachtig."
"['cloudType | sluierbewolking', 'timePoint | Vrijdag_overdag', 'weatherFrequency | af_en_toe', 'weatherType | zonnig']","Vrijdag overdag is het zonnig, al kan er af en toe wel sluierbewolking voorkomen."
"['locationArea | in_het_Waddengebied', 'locationArea | in_het_zuidoosten', 'temperatureCelsius | 19°C', 'temperatureCelsius | 25°C', 'timePoint | middagtemperatuur']",De middagtemperatuur ligt tussen 19°C in het Waddengebied en 25°C in het zuidoosten.
"['locationArea | aan_de_westkust', 'weatherFrequency | af_en_toe', 'windAmount | matig', 'windAmount | vrij_krachtig', 'windDirection | zuiden']","De wind komt uit het zuiden en is matig, aan de westkust af en toe vrij krachtig."
"['cloudType | stapelwolken', 'locationArea | in_de_kustgebieden', 'timePoint | Vanmiddag', 'weatherArea | plaatselijk', 'weatherIntensity | lichte']","Vanmiddag is het in de kustgebieden zonnig, landinwaarts zijn er stapelwolken en komt eerst nog plaatselijk een lichte bui voor."
"['temperatureCelsius | 10°C', 'timePoint | middagtemperatuur']",De middagtemperatuur ligt rond 10°C.
"['windAmount | matig', 'windDirection | west-_tot_zuidwestenwind']","De west- tot zuidwestenwind is matig, langs de kust en op het IJsselmeer vrij krachtig tot krachtig."
"['timePoint | Vanavond', 'weatherType | opklaringen']",Vanavond zijn er opklaringen en blijft het droog.
"['cloudAmount | bewolking', 'cloudChange | toe', 'compassDirection | noordoostwaarts', 'timePoint | Vannacht', 'weatherFrequency | af_en_toe', 'weatherIntensity | lichte', 'weatherType | regen']",Vannacht neemt de bewolking toe en trekt een zone met af en toe lichte regen noordoostwaarts over het land.
"['minimumTemperature | 3°C', 'weatherArea | plaatselijk']",De minimumtemperatuur loopt uiteen van 3°C plaatselijk in het noordoosten tot 7°C in het zuidwesten.
"['locationArea | langs_de_kust', 'windAmount | matig', 'windChange | zuid_tot_zuidoost']","De wind draait naar zuid tot zuidoost en is matig, langs de kust vrij krachtig."
"['cloudAmount | bewolking', 'locationArea | in_het_westen,_midden_en_noorden', 'timePoint | Morgen_overdag', 'weatherFrequency | van_tijd_tot_tijd', 'weatherType | regent']","Morgen overdag overheerst de bewolking en regent het vooral in het westen, midden en noorden van tijd tot tijd."
"['locationArea | In_het_zuidoosten', 'weatherFrequency | even', 'weatherOccurringChance | misschien', 'weatherType | zon']",In het zuidoosten is de zon misschien ook even te zien.
"['locationArea | boven_land', 'windAmount | matig_tot_vrij_krachtig', 'windChange | toe', 'windDirection | zuidelijk']",De wind is zuidelijk en neemt boven land toe naar matig tot vrij krachtig.
"['locationArea | Langs_de_kust', 'locationArea | boven_het_IJsselmeer', 'windAmount | (vrij)_krachtige']",Langs de kust en boven het IJsselmeer staat een (vrij) krachtige wind.
['maximumTemperature | 10°C'],De maximumtemperatuur varieert van 10°C in het noordwesten tot 15°C in Zuid-Limburg.
"['cloudType | stapelwolken', 'weatherType | zonnig']",Het is zonnig met stapelwolken.
['weatherType | droog'],Het blijft droog.
"['cloudAmount | bewolking', 'cloudChange | toe', 'compassDirection | westen', 'timePoint | In_de_loop_van_de_avond']",In de loop van de avond neemt de bewolking van het westen uit toe.
"['windAmount | zwak_tot_matig', 'windDirection | zuid-_tot_zuidwestelijke']",De wind is zwak tot matig uit een zuid- tot zuidwestelijke richting.
"['cloudAmount | bewolking', 'cloudChange | toe', 'compassDirection | westen', 'locationArea | in_de_westelijke_helft', 'timePoint | Vannacht', 'weatherIntensity | licht', 'weatherType | (mot)regenen']",Vannacht neemt de bewolking van het westen uit verder toe en gaat het met name in de westelijke helft licht (mot)regenen.
['minimumTemperature | 11°C'],De minimumtemperatuur ligt rond 11°C.
"['weatherOccurringChance | mogelijk', 'windAmount | krachtig', 'windAmount | matig', 'windDirection | zuid_tot_zuidwest']","De wind komt uit zuid tot zuidwest en is matig, langs de kust vrij krachtig, langs de westkust later mogelijk krachtig."
"['cloudAmount | veel_bewolking', 'locationArea | in_de_oostelijke_helft', 'timePoint | Morgen_overdag', 'timePoint | in_de_ochtend', 'weatherIntensity | lichte', 'weatherType | (mot)regen']",Morgen overdag is er veel bewolking en in de ochtend kan er vooral in de oostelijke helft nog lichte (mot)regen vallen.
"['cloudAmount | bewolking', 'cloudChange | dunner', 'timePoint | In_de_middag', 'weatherIntensity | hier_en_daar', 'weatherType | zon']",In de middag wordt de bewolking dunner en kan de zon hier en daar nog even doorbreken.
"['maximumTemperature | 17°C', 'weatherArea | lokaal']",De maximumtemperatuur loopt uiteen van 17°C op de Waddeneilanden tot lokaal 21°C in het zuidoosten van het land.
"['windAmount | matig', 'windDirection | zuidwestenwind']","De zuidwestenwind is matig, langs de kust en op het IJsselmeer vrij krachtig."
"['cloudAmount | veel_bewolking', 'locationArea | In_het_zuid(west)en', 'locationArea | midden']",In het zuid(west)en en midden is er veel bewolking.
"['cloudType | sluierbewolking', 'locationArea | In_de_rest_van_het_land', 'weatherIntensity | vrij_veel', 'weatherType | zon']","In de rest van het land is er vrij veel zon, al komt er geleidelijk ook wat sluierbewolking."
"['cloudAmount | bewolking', 'cloudChange | dikker', 'compassDirection | westen', 'locationArea | in_het_westen', 'timePoint | Later_vanmiddag_en_vanavond', 'timePoint | in_de_tweede_helft_van_de_avond', 'weatherType | regenen']",Later vanmiddag en vanavond wordt de bewolking van het westen uit dikker en in de tweede helft van de avond gaat het in het westen regenen.
"['temperatureCelsius | 12°C', 'timePoint | middagtemperatuur']",De middagtemperatuur loopt uiteen van 12°C in het noordoosten tot 15°C in het uiterste zuiden.
"['locationArea | in_het_noordelijk_kustgebied', 'timePoint | in_de_loop_van_de_dag', 'windAmount | matig', 'windChange | van_oost_naar_zuid_tot_zuidwest']","De wind is overwegend matig, in het noordelijk kustgebied eerst nog vrij krachtig en draait in de loop van de dag van oost naar zuid tot zuidwest."
"['locationArea | langs_de_kust', 'timePoint | In_de_loop_van_de_avond', 'windAmount | vrij_krachtig_tot_krachtig', 'windChange | toe']",In de loop van de avond neemt de wind langs de kust en op het IJsselmeer toe naar vrij krachtig tot krachtig.
"['timePoint | Komende_nacht', 'weatherFrequency | langdurig', 'weatherType | regent']",Komende nacht regent het langdurig.
"['locationArea | in_het_westen', 'timePoint | Pas_tegen_de_ochtend', 'weatherType | droger']",Pas tegen de ochtend wordt het in het westen droger.
"['minimumTemperature | 11°C', 'temperatureHotCold | zachte', 'timePoint | nacht']",Met een minimumtemperatuur rond 11°C wordt het een zachte nacht.
"['weatherOccurringChance | mogelijk', 'windAmount | matig', 'windDirection | zuidwestelijk', 'windSpeedBft | 7']","De wind wordt zuidwestelijk en matig, aan zee en op het IJsselmeer (vrij) krachtig, later in het kustgebied mogelijk hard, 7 Bft."
"['cloudAmount | bewolking', 'locationArea | oosten_en_zuidoosten', 'timePoint | Morgenochtend', 'weatherType | regen']",Morgenochtend hebben het oosten en zuidoosten eerst nog te maken met bewolking en regen.
"['locationArea | Elders', 'weatherFrequency | af_en_toe', 'weatherIntensity | lichte', 'weatherType | zon']",Elders is er af en toe zon en kan er een lichte bui voorkomen.
"['gustAmount | (zware)_windstoten', 'timePoint | In_de_loop_van_de_avond', 'weatherIntensity | stevigere', 'weatherType | buien']","In de loop van de avond bereiken stevigere buien het westen en noorden, mogelijk met onweer en (zware) windstoten."
"['temperatureCelsius | 16', 'timePoint | middagtemperatuur']",De middagtemperatuur komt uit op een graad of 16.
"['timePoint | later_op_de_dag', 'windAmount | krachtig', 'windAmount | matig', 'windDirection | west-_tot_zuidwestenwind']","De west- tot zuidwestenwind is matig, aan zee en op het IJsselmeer vrij krachtig, later op de dag krachtig."
"['locationArea | In_het_noorden_van_het_land', 'weatherFrequency | perioden', 'weatherType | regen']",In het noorden van het land zijn er eerst nog perioden met regen.
"['compassDirection | zuidwesten', 'weatherIntensity | enkele', 'weatherOccurringChance | kleine_kans', 'weatherType | klaart']","Van het zuidwesten uit klaart het geleidelijk op, maar kan er nog wel een enkele bui tot ontwikkeling komen met kleine kans op onweer."
['maximumTemperature | 18°C'],De maximumtemperatuur loopt uiteen van 18°C in het noordwesten tot 22°C in het zuidoosten.
"['locationArea | in_het_Waddengebied', 'weatherOccurringChance | mogelijk', 'windAmount | matig', 'windDirection | westelijk']","De wind is westelijk en meest matig, in het Waddengebied mogelijk (vrij) krachtig."
"['locationArea | In_het_noordwesten', 'windDirection | noordelijk']",In het noordwesten is de wind aanvankelijk noordelijk.
"['timePoint | In_de_nacht_van_zaterdag_op_zondag', 'weatherArea | lokaal', 'weatherIntensity | brede', 'weatherType | opklaringen']",In de nacht van zaterdag op zondag zijn er brede opklaringen en komt er lokaal mogelijk nog een bui voor.
"['locationArea | landinwaarts', 'weatherIntensity | enkele', 'weatherType | mistbank']",Mogelijk ontstaat er landinwaarts een enkele mistbank.
['minimumTemperature | 12°C'],De minimumtemperatuur ligt rond 12°C.
"['locationArea | aan_zee', 'weatherOccurringChance | mogelijk', 'windAmount | zwak_tot_matig', 'windDirection | zuid-_tot_zuidwestenwind']","De zuid- tot zuidwestenwind is zwak tot matig, aan zee later mogelijk vrij krachtig."
"['timePoint | Zondag_overdag', 'weatherFrequency | perioden', 'weatherType | zonnige']",Zondag overdag zijn er eerst zonnige perioden.
"['cloudChange | steeds_meer', 'cloudType | stapelwolken', 'timePoint | Later', 'weatherArea | lokaal', 'weatherType | bui']",Later ontstaan er steeds meer stapelwolken en kan er lokaal een bui tot ontwikkeling komen.
"['maximumTemperature | 17°C', 'weatherArea | lokaal']",De maximumtemperatuur loopt uiteen van 17°C op de Wadden tot lokaal 23°C in het zuidoosten.
