input,output
['assistName | Jens_Toornstra'],De beweeglijke Jens Toornstra stond aan de basis van beide doelpunten.
"['chanceForName | Bart_Nieuwkoop', 'chanceForName | Steven_Berghuis', 'matchTime | voor_rust']","Steven Berghuis (paal), Bart Nieuwkoop en Eljero Elia misten voor rust nog grote kansen om de score op te voeren."
"['matchTime | Na_de_pauze', 'teamName | Feyenoord']","Na de pauze nam Feyenoord gas terug, waardoor het duel zonder noemenswaardige hoogtepunten naar het einde kabbelde."
"['chanceForName | Milot_Rashica', 'chanceForType | puntertje', 'goalkeeperName | Jones']","Milot Rashica deed met een puntertje (redding Jones) zowaar nog een doelpoging, maar verder gebeurde er niets."
['stadiumPlayed | Rotterdam-Zuid'],In Rotterdam-Zuid zal niemand er echt rouwig om zijn geweest.
['teamName | Feyenoordfans'],Veel Feyenoordfans hadden kaarten bemachtigd buiten het uitvak en daarom voelde het voor Feyenoord haast als een thuiswedstrijd.
"['matchTime | in_de_slotfase', 'playerName | Dirk_Kuijt', 'substituteName | Jørgensen', 'substituteName | Michiel_Kramer']","Michiel Kramer kwam in de slotfase in de ploeg voor Jørgensen, Dirk Kuijt bleef de hele wedstrijd op de bank."
"['stadiumPlayed | Rotterdam', 'teamName | Feyenoord']",In de bus op weg terug naar Rotterdam werd de dag voor Feyenoord vervolgens nog mooier.
"['finalScore | 1-0', 'hasLostTeam | Ajax', 'hasWonTeam | PSV', 'numberOfMatchesPlayed | twee', 'numberOfPoints | vier', 'teamName | Ajax', 'teamName | Feyenoord', 'teamStandings | achtervolger']",Omdat Ajax namelijk met 1-0 verloor van PSV is het gaat tussen Feyenoord en achtervolger Ajax met nog twee wedstrijden voor de boeg opgelopen naar vier punten.
"['matchDate | Over_twee_weken', 'teamName | Feyenoord']","Over twee weken, wanneer de volgende speelronde op het programma staat, kan Feyenoord daarom kampioen worden."
"['homeAway | uit', 'teamName | Excelsior']",De ploeg speelt dan uit tegen stadgenoot Excelsior.
['hasWonTeam | FC_Utrecht'],FC Utrecht gaat met een goed gevoel de play-offs in.
"['finalScore | 3-2', 'hasLostTeam | AZ', 'teamStandings | vijf']",De nummer vijf won met 3-2 bij het 50-jarige AZ.
['teamName | FC_Utrecht'],"FC Utrecht zou gek genoeg gebaat zijn bij een nederlaag (dat kon 700.000 euro extra aan tv-gelden opleveren), maar de spelers hadden daar geen boodschap aan."
['teamName | AZ'],Na een sterk begin van AZ sloeg Utrecht keihard toe met een fraaie intikker van Richairo Zivkovic en een knappe vrije trap van Zakaria Labyad.
['redCardName | Jonas_Svensson'],Tussendoor kreeg Jonas Svensson een omstreden rode kaart.
"['goalType | eigen_goal', 'matchTime | minuut_later', 'teamName | AZ-tiental']","Het AZ-tiental vocht voor wat het waard was, kwam via een eigen goal van Marc van der Maarel op 1-2, zag Nacer Barazite een minuut later de 1-3 maken, waarna het via een kopbal van Alireza Jahanbakhsh nog 2-3 werd."
"['hasLostTeam | Heerenveen', 'matchDate | vrijdagavond']",Heerenveen is vrijdagavond weer terug op aarde gekeerd.
"['finalScore | 3-1', 'hasLostTeam | Feyenoord', 'hasWonTeam | Sparta', 'matchDate | afgelopen_zondag', 'stadiumPlayed | Rotterdam', 'teamStandings | vier']","Waar het ene bezoek aan Rotterdam (Feyenoord) afgelopen zondag nog heel goed afliep, werd de nummer vier in de eredivisie aan de andere kant van de Maas door Sparta op een nederlaag getrakteerd: 3-1."
"['matchStreakNumber | acht', 'matchStreakType | ongeslagen', 'numberOfMatchesPlayed | twaalfde', 'stadiumPlayed | Rotterdam-West', 'teamName | Heerenveen']","Heerenveen, tot aan de confrontatie in Rotterdam-West al acht wedstrijden op rij ongeslagen, begon niettemin met zeer veel overtuiging aan de twaalfde competitieronde."
"['matchTime | Gedurende_het_eerste_kwartier', 'teamName | bezoekers']",Gedurende het eerste kwartier speelden de bezoekers de Spartanen zoek.
['goalScore | openingstreffer'],In die fase viel ook de openingstreffer.
"['assistName | Reza_Ghoochannejhad', 'goalName | Jeremiah_St._Juste', 'matchTime | Na_negen_minuten', 'positionOfPlayer | spits']",Na negen minuten caramboleerde de bal enigszins gelukkig van de voet van spits Reza Ghoochannejhad in de richting van de mee opgekomen verdediger Jeremiah St. Juste.
"['goalScore | 0-1', 'goalType | diagonale_schuiver']",Die pegelde met een diagonale schuiver raak: 0-1.
['teamName | Sparta'],Sparta leek aangeslagen; niets was minder waar.
"['goalScore | achterstand', 'matchTime | Binnen_tien_minuten', 'teamName | thuisclub']",Binnen tien minuten boog de thuisclub de achterstand om in een voordelige score.
"['playerAge | twintigjarigen', 'teamName | Heerenveense']",En net als in het geval van de Heerenveense treffer waren het twee twintigjarigen die de treffers verzorgden.
"['assistName | Graig_Goodwin', 'assistType | voorzet', 'goalName | Stijn_Spierings', 'goalScore | 2-1', 'goalType | binnen_te_tikken', 'matchTime | amper_vier_minuten_later', 'stadiumPlayed | Het_Kasteel']","Eerst rondde Stijn Spierings een aanval over de rechterkant beheerst af, amper vier minuten later bracht Zakaria El Azzouzi het grootste deel van Het Kasteel in extase door een voorzet van Graig Goodwin binnen te tikken: 2-1."
"['matchTime | In_de_tweede_helft', 'teamName | Heerenveen']","In de tweede helft heroverde Heerenveen weliswaar het initiatief, maar tot echt grote kansen leidde dat overwicht niet."
"['goalkeeperName | Erwin_Mulder', 'matchDate | afgelopen_zondag', 'positionOfPlayer | doelman', 'teamName | Feyenoord']","Een blunder van doelman Erwin Mulder, afgelopen zondag tegen Feyenoord een nauwelijks te passeren sta-in-de-weg, betekende de nekslag voor de bezoekers."
"['goalName | Goodwin', 'goalScore | 3-1', 'goalType | vrije_trap', 'matchTime | in_de_69ste_minuut']",Goodwin nam in de 69ste minuut een vrije trap op de hoek van het strafschopgebied en zag tot zijn grote verrassing dat de bal tussen de benen van de sluitpost door over de lijn huppelde: 3-1.
"['matchStreakNumber | vijf', 'matchStreakType | naast_de_volle_buit_grepen', 'teamName | Rotterdammers', 'teamStandings | negende']","De Rotterdammers, die al vijf wedstrijden achter elkaar naast de volle buit grepen, klommen dankzij de zege van de negende naar de zevende plaats op de ranglijst."
['hasLostTeam | ADO_Den_Haag'],ADO Den Haag belandt steeds dieper in de zorgen.
"['finalScore | 0-2', 'hasWonTeam | FC_Utrecht', 'matchDate | vanmiddag', 'stadiumPlayed | Kyocera-stadion']","In het eigen Kyocera-stadion werd vanmiddag opnieuw verloren, deze keer van FC Utrecht (0-2)."
"['nextMatchHomeAway | uit', 'nextMatchTeam | NEC', 'teamName | Hagenaars', 'twiceYellowName | aanvoerder_Tom_Beugelsdijk']",Bovendien raakten de Hagenaars aanvoerder Tom Beugelsdijk kwijt; hij moest na twee gele kaarten inrukken en mist de volgende wedstrijd (uit tegen NEC).
"['positionOfPlayer | centrale_verdediger', 'suspendedName | Thomas_Meissner', 'teamName | ADO']","Ook de andere centrale verdediger van ADO, Thomas Meissner, ontbreekt dan, wegens zijn vijfde gele kaart."
"['coachName | Zeljko_Petrovic', 'formationTeam | 4-4-2-opstelling', ""teamName | ADO's""]","Om de slechte resultaten een halt toe te roepen, had ADO's coach Zeljko Petrovic voor een 4-4-2-opstelling gekozen, in plaats van de gebruikelijke 4-3-3."
"['coachName | Petrovic', 'formationTeam | driespitsensysteem', 'matchTime | een_uur']",Na een uur spelen keerde Petrovic terug naar een driespitsensysteem.
"['matchTime | eerste_drie_kwartier', 'teamName | ADO', 'teamName | Utrecht']","ADO had zeker de eerste drie kwartier weinig in te brengen tegen Utrecht dat evenmin imponeerde, maar nadrukkelijk kon leunen op de individuele kwaliteiten van spelers als Nacer Barazite en Yassine Ayoub."
"['matchTime | 29e_minuut', 'teamName | bezoekers']",Het was niet toevallig dat dit duo in de 29e minuut de bezoekers op voorsprong bracht.
"['assistName | Ayoub', 'assistType | speelde', 'goalName | Barazite', 'goalScore | 0-1', 'goalType | schieten']","Ayoub goochelde zich door het strafschopgebied en speelde de bal naar Barazite, die ruimte kreeg om te draaien en raak te schieten (0-1)."
['teamName | ADO'],"ADO, naast het veld al onrustig vanwege de problemen met grootaandeelhouder Hui Wang, mocht van geluk spreken dat het tot deze ene treffer beperkt bleef in de eerste helft."
"['chanceForName | Sébastien_Haller', 'matchTime | 37e_minuut', 'refereeName | arbiter_Pol_van_Boekel', 'tackleGiverName | Beugelsdijk', 'tackleRecipientName | Ayoub', 'teamName | Hagenaars']","Sébastien Haller had in de 37e minuut de 0-2 moeten maken, terwijl de Hagenaars hulp van arbiter Pol van Boekel kregen, die op slag van rust in een tackle van Beugelsdijk op Ayoub geen strafschop zag."
"['chanceForName | Gervane_Kastaneer', 'matchTime | vijf_minuten']","Na vijf minuten had de snelle Gervane Kastaneer de 1-1 op zijn voet, maar zag de bal op de paal belanden."
"['chanceForName | Achraf_El_Mahdioui', 'chanceForType | uit_een_vrije_trap', 'matchTime | 80e_minuut']","Dat gebeurde eveneens in de 80e minuut, toen Achraf El Mahdioui uit een vrije trap bijna raakschoot."
"['goalName | Haller', 'matchTime | minuut_later', 'teamName | Utrechts']",Een minuut later besliste Haller de partij definitief in Utrechts voordeel.
"['hasLostTeam | Sparta_Rotterdam', 'hasWonTeam | PEC_Zwolle', 'homeAway | Op_bezoek']",Op bezoek bij Sparta Rotterdam heeft PEC Zwolle een broodnodige zege geboekt.
"['coachName | Ron_Jans', 'finalScore | 2-3', 'stadiumPlayed | Het_Kasteel', 'teamStandings | degradatiezone']",De ploeg van trainer Ron Jans won op Het Kasteel met 2-3 en heeft de degradatiezone daardoor verlaten.
"['playerName | Ouasim_Bouy', 'teamName | Juventus']","Ouasim Bouy, afgelopen week opnieuw gehuurd van Juventus, was van grote waarde voor de Blauwvingers."
"['coachName | Jans', 'playerName | Bouy', 'positionOfPlayer | centrum_van_de_verdediging', 'teamName | Juventus']",Jans had Bouy in het centrum van de verdediging geposteerd en de huurling van Juventus straalde vanaf het eerste fluitsignaal rust uit in de defensie van PEC Zwolle.
"['teamName | Sparta', 'teamName | bezoekers']",Sparta begon voortvarend aan het duel en zette de bezoekers direct onder druk.
"['matchTime | eerste_helft', 'teamName | Rotterdammers']","Naarmate de eerste helft vorderde, zakten de Rotterdammers echter terug."
"['chanceForName | Danny_Holla', 'chanceForType | vrije_trap', 'goalkeeperName | Roy_Kortsmit', 'matchTime | in_het_eerste_bedrijf', 'positionOfPlayer | Sparta-doelman']","Gevolg was dat vooral de bezoekers in het eerste bedrijf wat kansen kregen, onder meer via Danny Holla, die een vrije trap via Sparta-doelman Roy Kortsmit op de paal zag belanden."
"['goalName | Queensy_Menig', 'goalScore | aan_de_leiding', 'matchTime | Al_snel_in_de_tweede_helft', 'teamName | Zwollenaren']",Al snel in de tweede helft bracht Queensy Menig de Zwollenaren aan de leiding.
"['assistName | Django_Warmerdam', 'goalName | Menig', 'goalType | met_een_handige_passeerbeweging_omspeeld_werd_en_de_bal_vervolgens_in_het_lege_doel_schoof', 'goalkeeperName | Kortsmit', 'positionOfPlayer | buitenspeler']","Django Warmerdam stuurde de buitenspeler richting Kortsmit, die door Menig met een handige passeerbeweging omspeeld werd en de bal vervolgens in het lege doel schoof."
"['goalName | Nicolai_Brock-Madsen', 'matchTime | Enkele_minuten_later', 'playerName | Ivan_Calero']","Enkele minuten later leverde Ivan Calero op het middenveld de bal in, waarna Nicolai Brock-Madsen werd gelanceerd."
"['goalType | schoof', 'goalkeeperName | Kortsmit', 'positionOfPlayer | spits']",Oog in oog met Kortsmit schoof de spits de bal koeltjes in het doel.
"['goalScore | aansluitingstreffer', 'matchTime | in_de_slotfase', 'teamName | Sparta', 'twiceYellowName | Bart_Schenkeveld']","Sparta zocht in de slotfase nog naar de aansluitingstreffer en kwam nog in een overtalsituatie, doordat Bart Schenkeveld na zijn tweede gele kaart van het veld werd gestuurd."
"['goalName | Erik_Israelsson', 'goalScore | derde', 'goalType | kopte', 'matchTime | Enkele_minuten_voor_tijd', 'teamName | Zwolse']",Enkele minuten voor tijd kopte Erik Israelsson echter de derde Zwolse treffer binnen.
"['goalName | Mathias_Pogba', 'matchTime | op_het_allerlaatste_moment', 'numberOfMatchGoals | twee', 'teamName | Sparta']","Mathias Pogba bracht Sparta op het allerlaatste moment nog terug in de wedstrijd, met twee doelpunten."
"['finalScore | 2-3', 'teamName | Rotterdammers']",Dichterbij dan 2-3 kwamen de Rotterdammers echter niet meer.
"['hasWonTeam | PEC_Zwolle', 'numberOfPoints | drie', 'teamStandings | dertiende']","Door de overwinning stijgt PEC Zwolle naar de dertiende plaats, met een voorsprong van drie punten op de zestiende plaats."
['teamName | Sparta'],"Het steekt ook Sparta voorbij, dat inmiddels op moet gaan passen."
"['numberOfPoints | één', 'teamName | Rotterdammers']",De Rotterdammers hebben nog maar één punt voorsprong op de degradatiezone.
"['hasLostTeam | PEC_Zwolle', 'hasWonTeam | sc_Heerenveen', 'matchDate | zaterdag', 'matchStreakNumber | eerste', 'matchStreakType | competitiezege']",sc Heerenveen heeft zaterdag tegen PEC Zwolle de eerste competitiezege van het seizoen geboekt.
"['finalScore | 1-0', 'homeAway | voor_eigen_publiek', 'teamName | Friezen']",De Friezen wonnen voor eigen publiek met 1-0.
"['finalScore | 0-0', 'hasTiedTeam | Roda_JC', 'hasTiedTeam | Willem_II', 'homeAway | uitduel']",Roda JC hield een punt over aan het uitduel bij Willem II: 0-0.
"['goalName | Sam_Larsson', 'goalScore | enige', 'matchTime | vlak_na_rust', 'teamName | Heerenveen']",Invaller Sam Larsson maakte vlak na rust het enige doelpunt van het duel tussen Heerenveen en PEC.
['goalType | prachtig_afstandsschot'],Hij scoorde met een prachtig afstandsschot.
"['hasWonTeam | Heerenveen', 'numberOfMatchesPlayed | vier', 'numberOfPoints | vijf', 'teamStandings | negende']",Door de zege stijgt Heerenveen naar de negende plek op de ranglijst met vijf punten uit vier duels.
"['numberOfPoints | één', 'teamName | PEC']",PEC kent een moeizame start en heeft pas één punt.
"['coachName | Ron_Jans', 'teamStandings | zeventiende']",De formatie van Ron Jans staat zeventiende.
"['matchTime | In_de_eerste_helft', 'stadiumPlayed | Abe_Lenstra_Stadion']",In de eerste helft viel er weinig te genieten in het Abe Lenstra Stadion.
"['chanceForType | stiftje', 'goalkeeperName | Erwin_Mulder', 'goalkeeperName | Mickey_van_der_Hart']",Erwin Mulder moest redding brengen op een stiftje van Queensy Menig en aan de andere kant voorkwam Mickey van der Hart een treffer van Arber Zeneli.
"['coachName | Jurgen_Streppel', 'matchTime | na_rust', 'substituteName | Larsson', 'teamName | Heerenveen-coach']",Heerenveen-coach Jurgen Streppel probeerde na rust met Larsson voor Luciano Slagveer meer gevaar te kweken en dat lukte.
"['goalType | schoot', 'matchTime | na_vijf_minuten', 'playerNationality | Zweedse', 'positionOfPlayer | aanvaller']",De Zweedse aanvaller schoot na vijf minuten schitterend raak.
"['goalScore | openingstreffer', 'goalkeeperName | Van_der_Hart', 'teamName | Heerenveen']","Na de openingstreffer ging Heerenveen op zoek naar meer, maar Van der Hart hield de Friezen van scoren af."
['hasWonTeam | Heerenveen'],Na twee grote nederlagen tegen Heerenveen en PSV heeft degradatiekandidaat Roda JC vanmiddag weer eens kunnen winnen.
"['coachName | Yannis_Anastasiou', 'finalScore | 3-1', 'goalType | kopballen', 'hasLostTeam | FC_Groningen', 'homeAway | In_eigen_huis']",In eigen huis brachten drie rake kopballen de ploeg van trainer Yannis Anastasiou op het juiste spoor tegen een erbarmelijk slecht FC Groningen (3-1).
"['hasWonTeam | ADO_Den_Haag', 'hasWonTeam | Roda', 'matchDate | dit_weekeinde']",Roda houdt op die manier gelijke tred met directe concurrenten ADO Den Haag en Excelsior die dit weekeinde ook verrassend wonnen.
"['assistName | Mikhail_Rosheuvel', 'assistType | voorzet', 'goalName | Abdul_Ajagun', 'goalType | hoofd', 'matchTime | in_de_eerste_helft']",Juist de kleine Abdul Ajagun opende de score met het hoofd in de eerste helft na een voorzet van Mikhail Rosheuvel.
"['matchTime | in_de_eerste_helft', 'playerName | Rosheuvel', 'teamName | Limburgers']",Een doelpunt volgens een beproefd recept want de Limburgers waren in de eerste helft vaker gevaarlijk over de rechterkant via Rosheuvel.
"['assistName | Rosheuvel', 'assistType | voorzet', 'chanceForName | Mitchell_Paulissen', 'chanceForType | inkoppen']",Eerder was Mitchell Paulissen bijna trefzeker bij de tweede paal toen hij vrij kon inkoppen na een voorzet van diezelfde Rosheuvel.
"['goalkeeperName | Sergio_Padt', 'positionOfPlayer | Groningen-doelman']",Toen redde Groningen-doelman Sergio Padt nog knap.
"['assistType | hoekschop', 'goalName | Chris_Kum', 'goalScore | verdubbelde', 'matchTime | in_de_tweede_helft', 'positionOfPlayer | verdediger']",Uit een hoekschop verdubbelde verdediger Chris Kum in de tweede helft de score.
"['goalScore | derde', 'goalType | kopbal', 'playerName | Tom_Van_Hyfte', 'teamName | Roda']","Ook de derde treffer van Roda, dat speelde zonder de gepasseerde Tom Van Hyfte, kwam via een kopbal tot stand."
"['goalName | Schahin', 'positionOfPlayer | Spits']",Spits Schahin was de maker.
['teamName | FC_Groningen'],FC Groningen kon daar weinig tegenover zetten.
"['chanceForName | Mimoun_Mahi', 'matchTime | in_de_eerste_helft']",Mimoun Mahi liet in de eerste helft nog een vlaag van zijn klasse zien in het strafschopgebied en kreeg daarna nog een kans toen hij zelf fraai wegdraaide.
"['matchDate | zondagmiddag', 'positionOfPlayer | aanvaller']",Het was de enige aanvaller waar enig gevaar van uitging zondagmiddag.
"['goalName | Bryan_Linssen', 'goalScore | 3-1', 'matchDate | vorige_week', 'matchTime | in_de_slotfase', 'teamName | Ajax']","Bryan Linssen, doelpuntenmaker nog tegen Ajax vorige week, bleek matig in vorm, maakte nog wel de 3-1 maar kreeg in de slotfase een terechte rode kaart toen hij naschopte."
['coachName | Ernest_Faber'],Trainer Ernest Faber moet zich sowieso zorgen maken over het vervolg van de competitie.
['matchDate | Op_14_januari'],Op 14 januari won de club voor het laatst een eredivisiewedstrijd.
"['numberOfPoints | drie', 'teamName | Groningers']",In de huidige vorm kan het nog wel even duren voordat de Groningers wél weer een keer drie punten binnenhalen.
"['hasTiedTeam | PSV', 'hasTiedTeam | Willem_II', 'matchTime | na_de_pauze']","PSV heeft kostbare punten verspeeld bij Willem II, dat na de pauze mocht dromen van een stunt."
"['finalScore | 2-2', 'goalScore | 2-1', 'numberOfPoints | een', 'teamName | PSV', 'teamStandings | zestien']","De nummer zestien kwam met 2-1 voor, maar nummer twee PSV redde met 2-2 toch nog een punt."
"['chanceForName | Jeffrey\xa0Bruma', 'goalType | paal', 'matchTime | In_de_beginfase', 'teamName | PSV']",In de beginfase voorkwam de paal succes voor PSV bij een kopbal van Jeffrey Bruma.
"['assistName | Luuk_de_Jong', 'assistType | gecaramboleerd', 'goalName | Gastón\xa0Pereiro', 'goalScore | opende', 'teamName | Eindhovenaren']","Even later opende Gastón Pereiro wel de score voor de Eindhovenaren, nadat de bal via Luuk de Jong voor zijn voeten was gecaramboleerd."
['goalName | Pereiro'],De treffer van Pereiro was omstreden.
"['playerName | Jordens_Peters', 'positionOfPlayer | verdediger']","Uit de televisiebeelden bleek dat hij net buitenspel stond, maar wellicht hief verdediger Jordens Peters dat op door de bal licht te beroeren."
['teamName | PSV'],PSV permitteerde het zich vervolgens om de teugels te laten vieren.
"['matchTime | in_het_vervolg_van_de_eerste_helft', 'teamName | Willem_II']","Willem II wist daar in het vervolg van de eerste helft nog niet van te profiteren, maar na de pauze lukte dat wel."
['goalName | Erik_Falkenburg'],Een hoofdrol was daarbij weggelegd voor Erik Falkenburg.
"['assistName | Stijn_Wuytens', 'assistType | hoekschop', 'goalScore | 1-1', 'goalType | kopte_bij_de_eerste_paal', 'matchTime | zeven_minuten_later', 'numberOfMatchGoals | nogmaals']",Hij kopte bij de eerste paal de 1-1 binnen uit een hoekschop van Stijn Wuytens en had zeven minuten later nogmaals succes.
"['assistName | Nick_van_der_Velden', 'assistType | doorgekopte_verre_ingooi', 'goalType | halve_omhaal']",Nu scoorde hij met een halve omhaal uit een door Nick van der Velden doorgekopte verre ingooi van Frank van der Struijk.
"['homeAway | thuiszege', 'teamName | Willem_II']",Aan de horizon gloorde de eerste thuiszege van Willem II op PSV sinds maart 2004.
"['finalScore | 3-1', 'numberOfMatchGoals | twee', 'teamName | Tilburgers']",Destijds wonnen de Tilburgers met 3-1 dankzij twee treffers van Bart van den Eede en eentje van Tom Caluwé.
['goalName | De_Jong'],De Jong gooide echter roet in het eten.
"['assistType | niet_goed_verwerkte_hoekschop', 'goalType | schoot_keihard_raak']",De topscorer schoot keihard raak na een niet goed verwerkte hoekschop.
['hasLostTeam | PSV'],PSV staat weer met beide benen op de grond.
"['hasTiedTeam | PSV', 'matchDate | zaterdag']","Na het behalen van de volgende ronde van de Champions League nam PSV het zaterdag op tegen Roda JC, maar wist het niet te winnen."
"['homeAway | in_eigen_huis', 'matchDate | zaterdagavond', 'stadiumPlayed | Eindhoven', 'teamName | PSV']","Terwijl heel Eindhoven nog aan het nagenieten was van het behalen van een plek bij de laatste zestien in de Champions League, nam PSV het zaterdagavond in eigen huis op tegen Roda JC."
"['teamName | Eindhovenaren', 'teamName | bezoekers']","De Eindhovenaren waren de bovenliggende partij, maar slaagden er niet in gevaarlijk te worden door de defensieve tactiek van de bezoekers."
"['matchTime | In_de_tweede_helft', 'matchTime | na_vijftig_minuten_spelen']","In de tweede helft ging PSV hard op zoek naar de openingstreffer, maar het was Roda JC dat na vijftig minuten spelen op voorsprong kwam."
"['assistName | Tomi_Juric', 'assistType | inzet', 'goalName | Joshua_Brenet', 'goalType | ongelukkig_van_richting_veranderde_en_achter']",Het was Joshua Brenet die de inzet van Roda-spits Tomi Juric ongelukkig van richting veranderde en achter zijn eigen doelman werkte.
['goalScore | 0-1'],"Na de 0-1 moest PSV op zoek naar de gelijkmaker, maar de ploeg had moeite om kansen te creëren tegen het verdedigend ingestelde Roda."
"['goalName | Davy_Pröpper', 'hasScored | True', 'matchTime | kwartier_voor_tijd']",Een kwartier voor tijd wist Davy Pröpper toch het net te vinden.
"['assistName | Andres_Guardado', 'assistType | vrije_trap', 'positionOfPlayer | middenvelder']",De middenvelder verzilverde een vrije trap van Andres Guardado.
"['chanceForType | kopbal', 'coachName | Phillip_Cocu', 'goalName | Luuk_de_Jong', 'matchTime | In_de_slotfase']","In de slotfase leek de ploeg van Phillip Cocu nog een overwinning uit de strijd te slepen, maar een kopbal van Luuk de Jong verdween maar net naast het doel."
"['finalScore | 2-2', 'hasTiedTeam | Go_Ahead_Eagles']",In een enerverend duel speelden het gepromoveerde Go Ahead Eagles en NEC op hetzelfde moment gelijk: 2-2.
"['goalName | Kévin_Mayi', 'goalScore | gelijkmaker', 'hasTiedTeam | Nijmegenaren', 'matchTime | in_de_tweede_helft', 'numberOfMatchGoals | twee', 'playerNationality | Fransman']","De Fransman Kévin Mayi stelde met twee doelpunten, waaronder de gelijkmaker in de tweede helft, een punt voor de Nijmegenaren veilig."
"['matchTime | eerste_helft', 'teamName | vreemdelingenlegioen_uit_Nijmegen']","Het vreemdelingenlegioen uit Nijmegen, waarin liefst elf basisspelers met een buitenlands paspoort stonden, domineerde grote delen van de eerste helft."
"['teamName | NEC', 'teamName | thuisclub']","De thuisclub maakte in die fase een machteloze indruk tegen het dartel spelende NEC, dat met beweeglijke spelers als Reagy Ofosu, Quincy Owusu-Abeyie en Mayi de verdediging van de Deventenaren voortdurend voor problemen stelde."
"['assistName | Owusu-Abeyie', 'assistType | steekpass', 'goalName | Mayi', 'goalScore | 1-0', 'goalkeeperName | Theo_Zwarthoed', 'matchTime | in_de_34e_minuut', 'positionOfPlayer | doelman']",Mayi passeerde doelman Theo Zwarthoed in de 34e minuut na een steekpass van Owusu-Abeyie: 1-0.
"['coachName | Hans_de_Koning', 'matchTime | na_rust', 'stadiumPlayed | Adelaarshorst', 'teamName | Go_Ahead_Eagles']",Een straffe toespraak van coach Hans de Koning bracht na rust een ander Go Ahead Eagles in de Adelaarshorst.
['teamName | thuisclub'],De thuisclub schoot furieus uit de startblokken.
"['goalName | Sander_Duits', 'goalType | schuiver', 'goalkeeperName | Joris_Delle', 'matchTime | in_de_49e_minuut', 'positionOfPlayer | NEC-doelman']",Een schuiver van aanvoerder Sander Duits verraste in de 49e minuut NEC-doelman Joris Delle volledig.
"['goalName | Henrik_Ojamaa', 'goalScore | 2-1', 'goalType | schot_in_de_linkerbovenhoek', 'matchTime | in_de_58e_minuut', 'playerNationality | Est', 'teamName | Eagles']",De Est Henrik Ojamaa schoot de Eagles in de 58e minuut met een schot in de linkerbovenhoek aan de leiding: 2-1.
"['goalName | Mayi', 'goalkeeperName | Zwarthoed', 'matchTime | in_de_66e_minuut']",Mayi profiteerde in de 66e minuut na een snelle omschakeling en faalde oog in oog met de uitgelopen Zwarthoed niet.
"['chanceForName | Randy_Wolters', 'goalScore | winnende', 'goalkeeperName | Delle', 'matchTime | vier_minuten_voor_het_eindsignaal', 'refereeName | Martin_van_den_Kerkhof']","Randy Wolters had vier minuten voor het eindsignaal van scheidsrechter Martin van den Kerkhof de winnende treffer op zijn schoen, maar Delle kon redding brengen."
"['hasWonTeam | FC_Groningen', 'stadiumPlayed | Euroborg']",FC Groningen heeft van de Euroborg weer een onneembare vesting gemaakt.
"['coachName | Erwin_van_de_Looi', 'finalScore | 2-0', 'hasLostTeam | PEC_Zwolle', 'matchDate | zaterdag', 'matchStreakNumber | vijfde', 'matchStreakType | won']",De ploeg van trainer Erwin van de Looi won zaterdag tegen PEC Zwolle de vijfde thuiswedstrijd op rij: 2-0.
"['teamName | PEC', 'teamName | noorderlingen']","De noorderlingen kwamen daardoor in punten op gelijke hoogte met PEC, dat zonder zijn twee smaakmakers voorin onmachtig was."
['teamName | thuisploeg'],De thuisploeg beleefde een vliegende start.
"['assistName | Jarchinio_Antonia', 'assistType | legde', 'goalName | Michael_de_Leeuw', 'goalScore | 1-0', 'goalType | bij_de_eerste_paal_keihard_inkopte', 'matchTime | in_de_vijfde_minuut']","Jarchinio Antonia brak in de vijfde minuut door op rechts en legde de bal op het hoofd van aanvoerder Michael de Leeuw, die bij de eerste paal keihard inkopte: 1-0."
"['injuredName | Mimoun_Mahi', 'playerName | Antonia']",Antonia mocht beginnen omdat Mimoun Mahi geblesseerd is.
"['coachName | Van_de_Looi', 'positionOfPlayer | vleugelspits']",De razendsnelle vleugelspits beloonde Van de Looi direct voor het vertrouwen.
['teamName | PEC_Zwolle'],"PEC Zwolle trad ook aan met een flink gewijzigde formatie, waarin twee opvallende namen ontbraken."
"['coachName | Ron_Jans', 'numberOfSeasonGoals | zes', 'playerName | Lars_Veldwijk']","Trainer Ron Jans zette zowel topschutter Lars Veldwijk (zes doelpunten) als diens kompaan Sheraldo Becker (drie goals, vier assists) op de bank."
['coachName | Jans'],Jans was niet tevreden met de inzet van zijn prominente duo in de laatste wedstrijden.
"['coachName | Jans', 'playerName | Becker']","Bovendien misdroeg Becker zich op de training, voor Jans aanleiding om de snelle aanvaller net als spits Veldwijk te passeren."
['teamName | Overijssel'],"De club uit Overijssel combineerde af en toe best aardig, maar miste stootkracht voor het doel."
['teamName | FC_Groningen'],FC Groningen deed dat heel wat beter.
"['matchTime | in_de_35e_minuut', 'teamName | thuisclub']",De thuisclub benutte in de 35e minuut ook zijn tweede kans.
"['assistName | Jesper_Drost', 'goalName | Lorenzo_Burnet', 'goalType | schoot', 'goalkeeperName | Kevin_Begois', 'matchTime | kort_voor_rust', 'positionOfPlayer | Linksback', 'positionOfPlayer | keeper', 'teamName | PEC']","Linksback Lorenzo Burnet combineerde met Jesper Drost en schoot de bal op fraaie wijze langs keeper Kevin Begois, die PEC kort voor rust behoedde voor een nog grotere achterstand."
